Date,Race Number,Place,Horse No.,Horse,Jockey,Trainer,Actual Wt.,Declare. Horse Wt.,Draw,LBW,Running Position,Finish Time,Win Odds
29/01/2020,3,7,7,TREASURE CHESTTREASURE CHEST(D008),H W LaiH W Lai,P F YiuP F Yiu,121,1058,7,3-3/4,"['8', '8', '7']",1:10.34,51
29/01/2020,3,8,4,SWOT TROOPERS WINDSWOT TROOPERS WIND(D101),T H SoT H So,D J HallD J Hall,123,1145,9,5,"['10', '12', '8']",1:10.54,191
29/01/2020,3,9,8,E GENERATIONE GENERATION(C322),M ChadwickM Chadwick,K L ManK L Man,120,1087,2,5-1/4,"['2', '3', '9']",1:10.59,39
29/01/2020,3,10,5,MR DARTHVEGARMR DARTHVEGAR(C032),H T MoH T Mo,L HoL Ho,120,1101,8,7,"['11', '11', '10']",1:10.87,35
29/01/2020,3,11,6,PLAY TO WINPLAY TO WIN(B468),K C LeungK C Leung,T P YungT P Yung,121,1054,4,9-1/2,"['4', '4', '11']",1:11.27,20
29/01/2020,3,12,2,BRAVE BABYBRAVE BABY(C066),T PicconeT Piccone,A S CruzA S Cruz,127,1066,6,13-1/2,"['3', '2', '12']",1:11.91,29
29/01/2020,4,1,6,GOLDEN GLORYGOLDEN GLORY(T076),S de SousaS de Sousa,K H TingK H Ting,123,1083,3,-,"['2', '2', '1']",1:10.00,3.3
29/01/2020,4,2,2,GUNNARGUNNAR(C222),C Y HoC Y Ho,C FownesC Fownes,132,1108,7,2,"['3', '4', '2']",1:10.34,3.1
29/01/2020,4,3 DH,3,WONDER BRAHMAWONDER BRAHMA(C525),M L YeungM L Yeung,D J HallD J Hall,125,1110,1,3,"['6', '7', '3']",1:10.47,4.3
29/01/2020,4,3 DH,4,MENAGGIOMENAGGIO(D021),N CallanN Callan,P F YiuP F Yiu,124,947,5,3,"['8', '8', '3']",1:10.47,11
29/01/2020,4,5,12,ALL BEST FRIENDSALL BEST FRIENDS(A217),H W LaiH W Lai,K L ManK L Man,115,1066,11,4-1/2,"['7', '5', '5']",1:10.74,19
29/01/2020,4,6,10,GRAND HARBOURGRAND HARBOUR(P421),H N WongH N Wong,C W ChangC W Chang,116,1226,9,5-3/4,"['4', '3', '6']",1:10.90,112
29/01/2020,4,7,8,DRAGON BOLTDRAGON BOLT(D077),L HewitsonL Hewitson,F C LorF C Lor,122,1193,8,6,"['10', '9', '7']",1:10.96,153
29/01/2020,4,8,11,ONE STEP AHEADONE STEP AHEAD(C242),K C LeungK C Leung,P O'SullivanP O'Sullivan,119,973,4,6-1/2,"['9', '10', '8']",1:11.03,29
29/01/2020,4,9,7,LOOK ERASLOOK ERAS(V123),H T MoH T Mo,Y S TsuiY S Tsui,120,1088,12,7-1/4,"['1', '1', '9']",1:11.15,68
29/01/2020,4,10,1,PRECIOUS SWEETIEPRECIOUS SWEETIE(B254),T H SoT H So,L HoL Ho,131,1149,2,8,"['5', '6', '10']",1:11.27,6.5
29/01/2020,4,11,9,VICTORY VISIONVICTORY VISION(C434),M F PoonM F Poon,C H YipC H Yip,120,1112,6,9-1/4,"['11', '11', '11']",1:11.49,135
29/01/2020,4,WV-A,5,SUPER ALLIANCESSUPER ALLIANCES(C472),J MoreiraJ Moreira,J SizeJ Size,124,---,---,---,---,---,---
29/01/2020,5,1,8,CALIFORNIA LEGENDCALIFORNIA LEGEND(B363),K TeetanK Teetan,A S CruzA S Cruz,121,1127,2,-,"['2', '1', '1', '1', '1']",1:49.20,4.3
29/01/2020,5,2,10,DIONYSUS COLLINDIONYSUS COLLIN(B436),J MoreiraJ Moreira,K W LuiK W Lui,119,1071,7,1/2,"['10', '10', '10', '10', '2']",1:49.31,3.3
29/01/2020,5,3,12,GALA NIGHTGALA NIGHT(C331),G van NiekerkG van Niekerk,J MooreJ Moore,116,1127,10,3/4,"['1', '2', '2', '2', '3']",1:49.31,27
29/01/2020,5,4,7,CHEERFUL STARCHEERFUL STAR(B326),Z PurtonZ Purton,F C LorF C Lor,126,1025,6,1,"['3', '3', '4', '3', '4']",1:49.35,3.5
29/01/2020,5,5,3,ACCLAIMED LIGHTACCLAIMED LIGHT(T369),N CallanN Callan,P O'SullivanP O'Sullivan,132,1041,3,1,"['4', '5', '5', '5', '5']",1:49.37,24
29/01/2020,5,6,5,TANGMERETANGMERE(B432),C Y HoC Y Ho,C FownesC Fownes,130,1061,9,1-3/4,"['9', '9', '9', '8', '6']",1:49.46,10
29/01/2020,5,7,1,KING'S MANKING'S MAN(V156),T PicconeT Piccone,P F YiuP F Yiu,133,1131,4,4-1/4,"['8', '7', '6', '6', '7']",1:49.87,12
29/01/2020,5,8,6,HAPPY WIN WINHAPPY WIN WIN(C125),A BadelA Badel,C H YipC H Yip,127,1015,11,4-1/4,"['5', '6', '7', '7', '8']",1:49.90,17
29/01/2020,5,9,4,PRETTY BAUHINIAPRETTY BAUHINIA(A135),H N WongH N Wong,Y S TsuiY S Tsui,127,1062,8,5-1/4,"['12', '12', '12', '12', '9']",1:50.03,40
29/01/2020,5,10,9,GOOD DAYSGOOD DAYS(A333),K C LeungK C Leung,C S ShumC S Shum,121,1108,5,6,"['6', '4', '3', '4', '10']",1:50.14,23
29/01/2020,5,11,11,DYNASTADYNASTA(C090),L HewitsonL Hewitson,J SizeJ Size,119,979,12,7-1/4,"['11', '11', '11', '11', '11']",1:50.37,240
29/01/2020,5,12,2,YOU HAVE MY WORDYOU HAVE MY WORD(V149),B ShinnB Shinn,T P YungT P Yung,133,1140,1,7-3/4,"['7', '8', '8', '9', '12']",1:50.44,78
29/01/2020,6,1,5,CINQUANTE CINQCINQUANTE CINQ(B404),J MoreiraJ Moreira,T P YungT P Yung,120,1052,9,-,"['10', '10', '11', '1']",1:39.67,2.1
29/01/2020,6,2,6,DIVINE UNICORNDIVINE UNICORN(C269),H N WongH N Wong,Y S TsuiY S Tsui,117,1194,1,2,"['2', '4', '4', '2']",1:39.97,78
29/01/2020,6,3,10,WINNING ENDEAVOURWINNING ENDEAVOUR(C048),K TeetanK Teetan,D J WhyteD J Whyte,117,1050,3,2,"['7', '8', '8', '3']",1:39.98,2.6
29/01/2020,6,4,9,TOP SCORETOP SCORE(V357),A BadelA Badel,K W LuiK W Lui,119,1140,8,2-1/4,"['1', '1', '1', '4']",1:40.01,40
29/01/2020,6,5,7,PICKENPICKEN(B311),G van NiekerkG van Niekerk,J SizeJ Size,120,1177,4,2-1/4,"['5', '5', '5', '5']",1:40.02,7.8
29/01/2020,6,6,4,NAMJONG PLUSNAMJONG PLUS(B048),M L YeungM L Yeung,Y S TsuiY S Tsui,130,1092,12,3,"['12', '12', '12', '6']",1:40.13,24
29/01/2020,6,7,3,BEAUTY HAPPYBEAUTY HAPPY(D130),L HewitsonL Hewitson,J MooreJ Moore,128,1105,11,3-1/4,"['11', '11', '7', '7']",1:40.18,59
29/01/2020,6,8,2,WINNING DELIGHTWINNING DELIGHT(C325),Z PurtonZ Purton,C FownesC Fownes,129,1070,6,3-1/2,"['9', '9', '9', '8']",1:40.24,19
29/01/2020,6,9,8,LONDON LUCKYSTARLONDON LUCKYSTAR(C368),K C LeungK C Leung,D J WhyteD J Whyte,119,998,5,7,"['3', '3', '3', '9']",1:40.78,97
29/01/2020,6,10,12,CHUNG WAH SPIRITCHUNG WAH SPIRIT(A168),H W LaiH W Lai,C H YipC H Yip,113,1100,2,8-1/4,"['4', '7', '6', '10']",1:40.98,70
29/01/2020,6,11,11,HOME WINHOME WIN(C510),M ChadwickM Chadwick,C W ChangC W Chang,116,1060,7,9-3/4,"['6', '2', '2', '11']",1:41.23,36
29/01/2020,6,12,1,BRAVE LEGENDBRAVE LEGEND(A260),T PicconeT Piccone,A S CruzA S Cruz,133,1184,10,18-1/2,"['8', '6', '10', '12']",1:42.65,26
29/01/2020,6,WV,,SURREALISMSURREALISM(C285),S de SousaS de Sousa,D E FerrarisD E Ferraris,123,---,---,---,---,---,---
29/01/2020,7,1,5,CALIFORNIADEEPSHOTCALIFORNIADEEPSHOT(D276),K TeetanK Teetan,A S CruzA S Cruz,125,1152,12,-,"['1', '1', '1']",1:09.75,6.1
29/01/2020,7,2,4,VICTORIAMVICTORIAM(C186),J MoreiraJ Moreira,K W LuiK W Lui,127,1140,3,1-1/2,"['2', '2', '2']",1:09.98,2.1
29/01/2020,7,3,6,HARDLY SWEARSHARDLY SWEARS(C025),M L YeungM L Yeung,K H TingK H Ting,125,1089,1,2-3/4,"['3', '3', '3']",1:10.19,3.6
29/01/2020,7,4,9,SUPERB DADDYSUPERB DADDY(D235),T H SoT H So,L HoL Ho,121,1063,5,3,"['7', '5', '4']",1:10.24,48
29/01/2020,7,5,7,AURORA PEGASUSAURORA PEGASUS(C351),Z PurtonZ Purton,C FownesC Fownes,124,1012,6,5-1/4,"['5', '4', '5']",1:10.59,5.4
29/01/2020,7,6,8,HOME MADEHOME MADE(D069),M F PoonM F Poon,Y S TsuiY S Tsui,122,1181,8,6-3/4,"['10', '9', '6']",1:10.83,279
29/01/2020,7,7,2,PRANCE DRAGONPRANCE DRAGON(B349),K C LeungK C Leung,A T MillardA T Millard,131,1104,7,6-3/4,"['8', '7', '7']",1:10.84,39
29/01/2020,7,8,3,MOST BEAUTIFULMOST BEAUTIFUL(A022),B ShinnB Shinn,C S ShumC S Shum,129,1175,9,7,"['9', '10', '8']",1:10.86,77
29/01/2020,7,9,12,HAPPY WARRIORHAPPY WARRIOR(A313),A BadelA Badel,J MooreJ Moore,116,1099,11,7-1/2,"['12', '11', '9']",1:10.93,28
29/01/2020,7,10,1,ETHIOPIAN YARNETHIOPIAN YARN(C209),L HewitsonL Hewitson,D E FerrarisD E Ferraris,133,1150,2,8-1/4,"['6', '6', '10']",1:11.09,331
29/01/2020,7,11,11,DIAMOND KINGDIAMOND KING(S347),H N WongH N Wong,T P YungT P Yung,113,1136,10,10-1/4,"['4', '8', '11']",1:11.38,201
29/01/2020,7,12,10,SALTO OLIMPICOSALTO OLIMPICO(A350),C Y HoC Y Ho,D J HallD J Hall,119,1132,4,11,"['11', '12', '12']",1:11.53,177
29/01/2020,8,1,9,AMAZING STARAMAZING STAR(B019),Z PurtonZ Purton,K H TingK H Ting,121,1188,12,-,"['1', '1', '1']",1:08.99,1.4
29/01/2020,8,2,5,WALDORFWALDORF(B253),G van NiekerkG van Niekerk,A S CruzA S Cruz,124,1094,8,1-3/4,"['11', '11', '2']",1:09.27,44
29/01/2020,8,3,6,JOYFUL UNIONJOYFUL UNION(C232),N CallanN Callan,T P YungT P Yung,123,1074,2,2-1/2,"['8', '8', '3']",1:09.38,14
29/01/2020,8,4,12,SUNSET WATCHSUNSET WATCH(C502),C Y HoC Y Ho,C H YipC H Yip,118,1141,11,2-1/2,"['12', '12', '4']",1:09.40,139
29/01/2020,8,5,3,MR CROISSANTMR CROISSANT(C234),B ShinnB Shinn,W Y SoW Y So,125,1089,4,3-1/4,"['5', '6', '5']",1:09.50,10
29/01/2020,8,6,8,LOVING A BOOMLOVING A BOOM(C122),S de SousaS de Sousa,R GibsonR Gibson,122,1183,1,3-1/4,"['6', '5', '6']",1:09.52,6.7
29/01/2020,8,7,1,GUNNISONGUNNISON(A377),J MoreiraJ Moreira,J SizeJ Size,131,1016,10,3-1/2,"['3', '2', '7']",1:09.56,33
29/01/2020,8,8,2,GENTLE BREEZEGENTLE BREEZE(B343),M ChadwickM Chadwick,P F YiuP F Yiu,126,1185,9,3-3/4,"['2', '4', '8']",1:09.60,28
29/01/2020,8,9,4,GRACEANDMERCYGRACEANDMERCY(C296),M F PoonM F Poon,A T MillardA T Millard,122,1170,7,4,"['9', '9', '9']",1:09.61,147
29/01/2020,8,10,11,BEAUTY AMIGOBEAUTY AMIGO(C124),A BadelA Badel,J MooreJ Moore,118,1063,3,4,"['4', '3', '10']",1:09.62,26
29/01/2020,8,11,10,MR SO AND SOMR SO AND SO(B412),K H ChanK H Chan,C W ChangC W Chang,111,1048,5,4-3/4,"['10', '10', '11']",1:09.74,158
29/01/2020,8,12,7,CUE THE MUSICCUE THE MUSIC(C495),K TeetanK Teetan,D E FerrarisD E Ferraris,122,1155,6,7-1/4,"['7', '7', '12']",1:10.13,13
29/01/2020,9,1,12,HARMONY HEROHARMONY HERO(B217),G van NiekerkG van Niekerk,R GibsonR Gibson,118,1258,1,-,"['6', '6', '5', '1']",1:39.26,11
29/01/2020,9,2,8,RELIABLE TEAMRELIABLE TEAM(C345),J MoreiraJ Moreira,F C LorF C Lor,121,1125,2,3/4,"['3', '4', '3', '2']",1:39.39,1.9
29/01/2020,9,3,4,CIRCUIT GLORYCIRCUIT GLORY(A402),L HewitsonL Hewitson,A S CruzA S Cruz,123,1050,8,2-1/2,"['1', '1', '1', '3']",1:39.68,41
29/01/2020,9,4,1,NOT USUAL TALENTNOT USUAL TALENT(C095),Z PurtonZ Purton,T P YungT P Yung,132,1119,4,3-3/4,"['8', '9', '9', '4']",1:39.85,8.7
29/01/2020,9,5,7,EASY GO EASY WINEASY GO EASY WIN(B112),K TeetanK Teetan,D J WhyteD J Whyte,121,1123,9,4,"['2', '3', '4', '5']",1:39.88,22
29/01/2020,9,6,2,GREEN LUCKGREEN LUCK(B413),B ShinnB Shinn,C FownesC Fownes,130,1077,12,4,"['5', '2', '2', '6']",1:39.91,45
29/01/2020,9,7,10,HIGH REVHIGH REV(C007),C Y HoC Y Ho,D J HallD J Hall,119,1194,7,5,"['11', '11', '11', '7']",1:40.05,4.5
29/01/2020,9,8,5,DANCES WITH DRAGONDANCES WITH DRAGON(B129),T PicconeT Piccone,L HoL Ho,122,1091,11,6,"['12', '12', '12', '8']",1:40.21,13
29/01/2020,9,9,9,HELLO DADDYHELLO DADDY(C464),A BadelA Badel,K H TingK H Ting,120,1119,3,6-1/4,"['7', '7', '7', '9']",1:40.26,97
29/01/2020,9,10,3,HAPPY DRAGONHAPPY DRAGON(B099),M ChadwickM Chadwick,J MooreJ Moore,127,1129,10,6-3/4,"['10', '10', '10', '10']",1:40.32,22
29/01/2020,9,11,11,RED DESERTRED DESERT(C287),S de SousaS de Sousa,J SizeJ Size,119,1040,5,8,"['4', '5', '6', '11']",1:40.56,17
29/01/2020,9,12,6,GENEROUS CHARITYGENEROUS CHARITY(D268),N CallanN Callan,C S ShumC S Shum,122,1071,6,11-1/2,"['9', '8', '8', '12']",1:41.10,181
27/01/2020,1,1,10,GENERAL TRUMPGENERAL TRUMP(B394),Z PurtonZ Purton,T P YungT P Yung,128,1091,8,-,"['9', '8', '1']",1:09.73,5.4
27/01/2020,1,2,3,YEE CHEONG PEGASUSYEE CHEONG PEGASUS(B064),A BadelA Badel,A T MillardA T Millard,133,1075,7,NOSE,"['7', '7', '2']",1:09.73,3.4
27/01/2020,1,3,13,RED BRICK FIGHTERRED BRICK FIGHTER(C304),N CallanN Callan,D J HallD J Hall,124,1072,9,N,"['4', '3', '3']",1:09.77,36
27/01/2020,1,4,1,I'M THE CONQUISTI'M THE CONQUIST(B155),K H ChanK H Chan,D J WhyteD J Whyte,123,1105,5,2-1/2,"['6', '6', '4']",1:10.15,8.7
27/01/2020,1,5,12,FIRE AND GOLDFIRE AND GOLD(B004),J MoreiraJ Moreira,C H YipC H Yip,125,1054,12,3-1/4,"['10', '10', '5']",1:10.23,5.8
27/01/2020,1,6,2,SPICY REALLYSPICY REALLY(C021),T PicconeT Piccone,F C LorF C Lor,133,1053,4,3-1/4,"['8', '9', '6']",1:10.24,8.3
27/01/2020,1,7,5,NEVER BETTERNEVER BETTER(T140),B ShinnB Shinn,P O'SullivanP O'Sullivan,131,1182,10,5-1/4,"['11', '11', '7']",1:10.56,57
27/01/2020,1,8,14,WHISTLE UPWHISTLE UP(A082),T H SoT H So,L HoL Ho,111,1171,14,5-1/2,"['14', '12', '8']",1:10.59,44
27/01/2020,1,9,11,FAIRY FLOSSFAIRY FLOSS(C236),L HewitsonL Hewitson,K H TingK H Ting,127,1041,2,5-1/2,"['5', '5', '9']",1:10.59,34
27/01/2020,1,10,9,NICE FANDANGONICE FANDANGO(A209),C Y HoC Y Ho,C FownesC Fownes,129,1134,13,5-3/4,"['1', '1', '10']",1:10.66,17
27/01/2020,1,11,7,FARM BUMPERFARM BUMPER(C244),K C LeungK C Leung,K L ManK L Man,129,1084,11,6,"['2', '2', '11']",1:10.68,20
27/01/2020,1,12,4,JUNZIJUNZI(V274),H W LaiH W Lai,W Y SoW Y So,131,978,3,6,"['12', '14', '12']",1:10.68,65
27/01/2020,1,13,8,KWAI CHUNG ELITEKWAI CHUNG ELITE(C173),K TeetanK Teetan,R GibsonR Gibson,129,1134,6,6-1/2,"['13', '13', '13']",1:10.77,9.4
27/01/2020,1,14,6,TARGET FINDERTARGET FINDER(C154),H N WongH N Wong,C W ChangC W Chang,127,1047,1,8-1/2,"['3', '4', '14']",1:11.10,166
27/01/2020,2,1,3,WAR OF COURAGEWAR OF COURAGE(C483),S de SousaS de Sousa,K L ManK L Man,128,1219,1,-,"['3', '3', '1']",0:56.79,2.8
27/01/2020,2,2,1,FANTASYFANTASY(D100),B ShinnB Shinn,C S ShumC S Shum,133,1311,11,N,"['2', '2', '2']",0:56.85,5.1
27/01/2020,2,3,2,HAPPY ALUMNIHAPPY ALUMNI(C065),Z PurtonZ Purton,K W LuiK W Lui,129,1242,13,1-3/4,"['8', '6', '3']",0:57.06,4.1
27/01/2020,2,4,5,TRUST METRUST ME(C134),M F PoonM F Poon,C H YipC H Yip,124,1091,9,2-1/4,"['6', '4', '4']",0:57.15,14
27/01/2020,2,5,7,ETERNAL HARVESTETERNAL HARVEST(D180),R MooreR Moore,P F YiuP F Yiu,125,1103,4,3-1/4,"['14', '7', '5']",0:57.33,5.1
27/01/2020,2,6,6,DRAGON PRIDEDRAGON PRIDE(D164),T PicconeT Piccone,A T MillardA T Millard,125,1037,10,4-1/2,"['11', '14', '6']",0:57.50,170
27/01/2020,2,7,11,NUNCHUKSNUNCHUKS(C357),C Y HoC Y Ho,C FownesC Fownes,122,1028,8,4-1/2,"['13', '10', '7']",0:57.52,39
27/01/2020,2,8,9,SACRED TIMINGSACRED TIMING(C387),A BadelA Badel,K H TingK H Ting,124,1113,14,4-1/2,"['9', '11', '8']",0:57.53,93
27/01/2020,2,9,4,PRESIDENT'S CHOICEPRESIDENT'S CHOICE(D038),J MoreiraJ Moreira,C W ChangC W Chang,126,997,2,4-3/4,"['7', '5', '9']",0:57.54,14
27/01/2020,2,10,13,BELLA BABYBELLA BABY(B365),K TeetanK Teetan,W Y SoW Y So,117,985,7,5-3/4,"['12', '12', '10']",0:57.72,32
27/01/2020,2,11,10,WE THE SOUTHWE THE SOUTH(D149),N CallanN Callan,J MooreJ Moore,123,1114,5,7-1/4,"['1', '1', '11']",0:57.97,217
27/01/2020,2,12,14,PLEASANT GUYPLEASANT GUY(B060),K C LeungK C Leung,L HoL Ho,116,1195,3,13-1/2,"['5', '9', '12']",0:58.96,79
27/01/2020,2,13,8,SUNNY SMILESUNNY SMILE(D074),H T MoH T Mo,Y S TsuiY S Tsui,122,962,12,16-3/4,"['4', '8', '13']",0:59.49,382
27/01/2020,2,14,12,SUCCESS ALLSTARSSUCCESS ALLSTARS(D065),L HewitsonL Hewitson,D E FerrarisD E Ferraris,120,970,6,17-1/2,"['10', '13', '14']",0:59.61,521
27/01/2020,2,WV,,CARRY THE DIAMONDCARRY THE DIAMOND(D122),M ChadwickM Chadwick,R GibsonR Gibson,125,---,---,---,---,---,---
27/01/2020,3,1,1,SUNSHINE WARRIORSUNSHINE WARRIOR(C360),J MoreiraJ Moreira,A S CruzA S Cruz,133,1108,4,-,"['9', '10', '6', '1']",1:22.58,2.9
27/01/2020,3,2,2,RICH AND LUCKYRICH AND LUCKY(C413),Z PurtonZ Purton,L HoL Ho,130,1049,1,1-3/4,"['5', '6', '3', '2']",1:22.86,3.5
27/01/2020,3,3,7,FUN TIMESFUN TIMES(B079),M F PoonM F Poon,A T MillardA T Millard,121,1130,2,2,"['12', '13', '13', '3']",1:22.90,3.8
27/01/2020,3,4,6,MISSION SMARTMISSION SMART(C519),K C LeungK C Leung,T P YungT P Yung,125,1049,5,3-1/2,"['11', '12', '12', '4']",1:23.13,17
27/01/2020,3,5,9,WINNING TOGETHERWINNING TOGETHER(B356),N CallanN Callan,C W ChangC W Chang,123,1181,13,3-1/2,"['10', '9', '9', '5']",1:23.13,10
27/01/2020,3,6,10,FAMILY LEADERFAMILY LEADER(C089),L HewitsonL Hewitson,C FownesC Fownes,121,1172,12,4-1/4,"['13', '11', '14', '6']",1:23.25,139
27/01/2020,3,7,8,SKY TREASURESKY TREASURE(V401),H T MoH T Mo,Y S TsuiY S Tsui,120,1086,7,4-1/4,"['2', '1', '1', '7']",1:23.25,91
27/01/2020,3,8,4,LEADING FORTUNELEADING FORTUNE(C441),R MooreR Moore,J SizeJ Size,126,1088,10,5-1/2,"['7', '5', '7', '8']",1:23.45,129
27/01/2020,3,9,14,THE ABRAXASTHE ABRAXAS(C212),H N WongH N Wong,Y S TsuiY S Tsui,114,1168,14,8-1/4,"['4', '3', '2', '9']",1:23.92,46
27/01/2020,3,10,3,COOLCELEBCOOLCELEB(C030),K H ChanK H Chan,T P YungT P Yung,119,1265,6,9-3/4,"['3', '4', '4', '10']",1:24.16,81
27/01/2020,3,11,5,ALL FOR ST PAUL'SALL FOR ST PAUL'S(C517),M L YeungM L Yeung,F C LorF C Lor,125,1041,9,10,"['1', '2', '5', '11']",1:24.16,23
27/01/2020,3,12,11,GOLDEN MISSIONGOLDEN MISSION(C106),M ChadwickM Chadwick,R GibsonR Gibson,121,1118,11,10-1/2,"['14', '14', '10', '12']",1:24.28,16
27/01/2020,3,13,12,SOCKET ELITESOCKET ELITE(C362),H W LaiH W Lai,C H YipC H Yip,121,1027,3,11-3/4,"['6', '8', '8', '13']",1:24.45,468
27/01/2020,3,14,13,CAMFORD MAGICCAMFORD MAGIC(C468),T H SoT H So,W Y SoW Y So,118,1103,8,16,"['8', '7', '11', '14']",1:25.13,629
27/01/2020,4,1,1,EXULTANTEXULTANT(B101),Z PurtonZ Purton,A S CruzA S Cruz,133,1051,6,-,"['3', '4', '3', '3', '1']",1:46.01,2.5
27/01/2020,4,2,11,GLORIOUS DRAGONGLORIOUS DRAGON(C120),A BadelA Badel,A T MillardA T Millard,113,1124,10,1-1/2,"['7', '7', '7', '7', '2']",1:46.23,10
27/01/2020,4,3,5,DOCTOR GEOFFDOCTOR GEOFF(A409),M ChadwickM Chadwick,K W LuiK W Lui,114,998,1,1-1/2,"['4', '3', '4', '4', '3']",1:46.26,9.3
27/01/2020,4,4,10,CHEFANOCHEFANO(C297),K TeetanK Teetan,J MooreJ Moore,113,1034,3,2-1/4,"['6', '6', '6', '6', '4']",1:46.39,11
27/01/2020,4,5,6,EAGLE WAYEAGLE WAY(A093),M F PoonM F Poon,J MooreJ Moore,114,1088,5,2-1/2,"['8', '8', '8', '9', '5']",1:46.42,56
27/01/2020,4,6,4,SIMPLY BRILLIANTSIMPLY BRILLIANT(B090),K C LeungK C Leung,F C LorF C Lor,116,1136,4,3,"['5', '5', '5', '5', '6']",1:46.49,101
27/01/2020,4,7,2,DARK DREAMDARK DREAM(C075),S de SousaS de Sousa,F C LorF C Lor,120,1110,8,5-1/2,"['1', '1', '1', '1', '7']",1:46.89,20
27/01/2020,4,8,9,HO HO KHANHO HO KHAN(B318),J MoreiraJ Moreira,D J HallD J Hall,115,1039,9,5-3/4,"['9', '9', '9', '8', '8']",1:46.95,8.6
27/01/2020,4,9,8,HARMONY VICTORYHARMONY VICTORY(B405),C Y HoC Y Ho,C S ShumC S Shum,115,1068,2,6-1/2,"['10', '10', '10', '10', '9']",1:47.03,4
27/01/2020,4,10,7,SACRED CAPITALSACRED CAPITAL(D801),J SpencerJ Spencer,J LauJ Lau,116,1148,7,7-1/2,"['2', '2', '2', '2', '10']",1:47.21,11
27/01/2020,4,WV,3,TIME WARPTIME WARP(A066),T PicconeT Piccone,A S CruzA S Cruz,120,---,---,---,---,---,---
27/01/2020,5,1,11,WELLINGTONWELLINGTON(D176),A BadelA Badel,R GibsonR Gibson,124,1173,10,-,"['5', '4', '1']",1:09.37,5.9
27/01/2020,5,2,8,PING HAI BRAVOPING HAI BRAVO(D123),J MoreiraJ Moreira,J SizeJ Size,125,1254,7,3,"['8', '7', '2']",1:09.85,2.1
27/01/2020,5,3,6,KA YING EXCELLENTKA YING EXCELLENT(C526),T PicconeT Piccone,A S CruzA S Cruz,126,1044,1,4,"['3', '5', '3']",1:10.01,6.4
27/01/2020,5,4,7,COLONELCOLONEL(D090),H T MoH T Mo,P F YiuP F Yiu,122,1126,5,5-1/2,"['1', '1', '4']",1:10.24,14
27/01/2020,5,5,5,HERO STARHERO STAR(D033),C Y HoC Y Ho,K L ManK L Man,126,1119,3,6,"['4', '3', '5']",1:10.32,7.1
27/01/2020,5,6,14,CURLING LUXURYCURLING LUXURY(A083),H N WongH N Wong,Y S TsuiY S Tsui,115,1029,12,6,"['7', '8', '6']",1:10.33,123
27/01/2020,5,7,1,ARDENODEARDENODE(B145),H W LaiH W Lai,W Y SoW Y So,129,1053,11,6-1/4,"['14', '10', '7']",1:10.36,303
27/01/2020,5,8,12,WOOD ON FIREWOOD ON FIRE(C460),M ChadwickM Chadwick,L HoL Ho,121,1052,14,6-1/2,"['13', '12', '8']",1:10.43,27
27/01/2020,5,9,2,DECISIVE ACTIONDECISIVE ACTION(C152),J SpencerJ Spencer,C H YipC H Yip,129,1075,8,8-3/4,"['12', '11', '9']",1:10.75,40
27/01/2020,5,10,4,SPEED FORCESPEED FORCE(C535),K TeetanK Teetan,D J WhyteD J Whyte,129,1046,4,8-3/4,"['9', '9', '10']",1:10.78,101
27/01/2020,5,11,3,HARMONY N HOMEHARMONY N HOME(C531),Z PurtonZ Purton,C S ShumC S Shum,129,1005,9,9-1/4,"['2', '2', '11']",1:10.86,9.9
27/01/2020,5,12,13,BLINK OF A SECONDBLINK OF A SECOND(B418),L HewitsonL Hewitson,D E FerrarisD E Ferraris,118,1132,2,9-1/2,"['6', '6', '12']",1:10.89,323
27/01/2020,5,13,10,LUCKY VICTORLUCKY VICTOR(C514),M F PoonM F Poon,K H TingK H Ting,122,1152,13,13,"['10', '13', '13']",1:11.46,223
27/01/2020,5,14,9,ERA KINGERA KING(C542),M L YeungM L Yeung,T P YungT P Yung,124,1001,6,28,"['11', '14', '14']",1:13.84,355
27/01/2020,6,1,1,GREAT TREASUREGREAT TREASURE(T380),T PicconeT Piccone,Y S TsuiY S Tsui,133,1015,1,-,"['13', '14', '14', '1']",1:22.66,6.5
27/01/2020,6,2,4,SAM'S LOVESAM'S LOVE(A088),Z PurtonZ Purton,C H YipC H Yip,129,1042,9,SH,"['10', '11', '9', '2']",1:22.69,12
27/01/2020,6,3,8,KING DRAGONKING DRAGON(C437),S de SousaS de Sousa,K L ManK L Man,125,1070,3,N,"['8', '7', '7', '3']",1:22.70,7.2
27/01/2020,6,4,13,IRON KINGIRON KING(C133),A BadelA Badel,C H YipC H Yip,117,1075,8,1,"['9', '10', '4', '4']",1:22.82,10
27/01/2020,6,5,3,SKYEY SUPREMESKYEY SUPREME(C293),C Y HoC Y Ho,K W LuiK W Lui,130,1202,4,1-3/4,"['6', '5', '3', '5']",1:22.95,34
27/01/2020,6,6,6,SPRINT FORWARDSPRINT FORWARD(C353),B ShinnB Shinn,J MooreJ Moore,127,1088,10,2-1/4,"['2', '2', '2', '6']",1:23.01,4.8
27/01/2020,6,7,5,BETTER CHOICEBETTER CHOICE(A383),K TeetanK Teetan,D J WhyteD J Whyte,128,1043,7,2-1/2,"['5', '6', '6', '7']",1:23.07,4.5
