Date,Race Number,Place,Horse No.,Horse,Jockey,Trainer,Actual Wt.,Declare. Horse Wt.,Draw,LBW,Running Position,Finish Time,Win Odds
27/05/2020,1,6,10,YICHUN BLITZYICHUN BLITZ(C026),C SchofieldC Schofield,K H TingK H Ting,122,1158,1,8-1/4,"['11', '9', '6']",1:09.84,13
27/05/2020,1,7,12,GOLDEN MISSIONGOLDEN MISSION(C106),C Y HoC Y Ho,C W ChangC W Chang,118,1120,12,10,"['9', '11', '7']",1:10.10,16
27/05/2020,1,8,6,PRECIOUS SWEETIEPRECIOUS SWEETIE(B254),H T MoH T Mo,L HoL Ho,124,1121,8,13-1/4,"['7', '8', '8']",1:10.64,24
27/05/2020,1,9,9,FOR FUN'S SAKEFOR FUN'S SAKE(D242),V BorgesV Borges,J MooreJ Moore,122,1031,9,13-1/2,"['3', '2', '9']",1:10.68,48
27/05/2020,1,10,4,GRACIOUS RYDERGRACIOUS RYDER(A179),M F PoonM F Poon,D J HallD J Hall,127,1112,2,15-1/4,"['10', '10', '10']",1:10.96,22
27/05/2020,1,11,2,DOLLAR REWARDDOLLAR REWARD(A305),C L ChauC L Chau,C S ShumC S Shum,123,1067,11,19-3/4,"['2', '4', '11']",1:11.69,38
27/05/2020,1,12,5,KING'S TROOPERKING'S TROOPER(C130),N CallanN Callan,P F YiuP F Yiu,129,1142,10,25-1/2,"['6', '6', '12']",1:12.59,41
27/05/2020,2,1,2,HIDDEN SPIRITHIDDEN SPIRIT(B130),N CallanN Callan,P O'SullivanP O'Sullivan,133,1155,1,-,"['9', '7', '6', '5', '1']",1:49.47,5.1
27/05/2020,2,2,6,CURLING LUXURYCURLING LUXURY(A083),H T MoH T Mo,Y S TsuiY S Tsui,128,1036,5,3/4,"['2', '1', '1', '1', '2']",1:49.59,7.2
27/05/2020,2,3,9,KEEP WINNINGKEEP WINNING(B331),K C LeungK C Leung,C W ChangC W Chang,125,1116,2,3-1/2,"['6', '4', '4', '3', '3']",1:50.03,8.3
27/05/2020,2,4,13,DR LUCKY STARDR LUCKY STAR(C335),T H SoT H So,D J HallD J Hall,112,1035,4,4,"['10', '10', '10', '8', '4']",1:50.09,83
27/05/2020,2,5,10,THE FULL BLOOMTHE FULL BLOOM(V243),K TeetanK Teetan,C H YipC H Yip,121,1081,10,4-1/4,"['3', '5', '5', '4', '5']",1:50.16,10
27/05/2020,2,6,11,VIRTUS STARVIRTUS STAR(B395),Z PurtonZ Purton,F C LorF C Lor,120,1074,7,4-3/4,"['8', '8', '8', '6', '6']",1:50.22,5.3
27/05/2020,2,7,14,ROCKAGEROCKAGE(B242),M L YeungM L Yeung,K W LuiK W Lui,113,1029,8,5,"['1', '3', '2', '2', '7']",1:50.26,22
27/05/2020,2,8,4,SKY GEMSKY GEM(C251),B ShinnB Shinn,C FownesC Fownes,132,1194,9,5-3/4,"['11', '11', '9', '9', '8']",1:50.40,14
27/05/2020,2,9,3,BREAK RECORDBREAK RECORD(C168),C L ChauC L Chau,C S ShumC S Shum,122,1090,13,7,"['13', '14', '14', '10', '9']",1:50.57,33
27/05/2020,2,10,1,HAPPY ICHIBANHAPPY ICHIBAN(D037),C SchofieldC Schofield,D J WhyteD J Whyte,133,1259,6,23-3/4,"['4', '2', '3', '7', '10']",1:53.28,9.9
27/05/2020,2,11,12,WICKERWICKER(B425),M F PoonM F Poon,R GibsonR Gibson,116,1154,14,27-1/4,"['7', '9', '11', '11', '11']",1:53.81,22
27/05/2020,2,12,7,HAY RUNHAY RUN(V337),A HamelinA Hamelin,L HoL Ho,129,1122,11,33-1/4,"['12', '13', '13', '14', '12']",1:54.80,6.5
27/05/2020,2,13,5,CAMFORD MAGICCAMFORD MAGIC(C468),H N WongH N Wong,W Y SoW Y So,128,1089,3,68-3/4,"['5', '6', '7', '13', '13']",2:00.45,234
27/05/2020,2,PU,8,OLD HAVANAOLD HAVANA(C155),C WongC Wong,D E FerrarisD E Ferraris,124,1021,12,---,"['14', '12', '12', '12', '']",---,60
27/05/2020,3,1,7,THOU SHALL SINGTHOU SHALL SING(B047),C Y HoC Y Ho,K W LuiK W Lui,126,1065,12,-,"['5', '5', '1']",1:08.73,3.4
27/05/2020,3,2,3,PEARL CHAMPIONPEARL CHAMPION(B201),V BorgesV Borges,A T MillardA T Millard,129,1050,2,N,"['6', '3', '2']",1:08.79,7.9
27/05/2020,3,3,12,ADONISADONIS(A324),K TeetanK Teetan,D J WhyteD J Whyte,116,1089,6,2-1/4,"['8', '6', '3']",1:09.08,4
27/05/2020,3,4,11,DEMONS ROCKDEMONS ROCK(B263),M F PoonM F Poon,D J HallD J Hall,116,1061,1,3-1/2,"['3', '1', '4']",1:09.31,5.5
27/05/2020,3,5,5,JADE THEATREJADE THEATRE(A040),Z PurtonZ Purton,K L ManK L Man,128,1098,7,4,"['10', '9', '5']",1:09.36,8.5
27/05/2020,3,6,8,VIVA COUNCILVIVA COUNCIL(A190),H T MoH T Mo,L HoL Ho,122,1133,11,4-3/4,"['1', '2', '6']",1:09.49,13
27/05/2020,3,7,1,FEARLESS FIREFEARLESS FIRE(B085),C WongC Wong,C FownesC Fownes,128,1188,5,8-1/2,"['11', '11', '7']",1:10.09,37
27/05/2020,3,8,4,STOCK LEGENDSTOCK LEGEND(D039),C SchofieldC Schofield,K H TingK H Ting,123,1087,4,9,"['9', '8', '8']",1:10.17,28
27/05/2020,3,9,9,MASTERWORKMASTERWORK(C334),N CallanN Callan,Y S TsuiY S Tsui,122,1132,3,9-1/4,"['4', '4', '9']",1:10.19,16
27/05/2020,3,10,10,SUNSHINE UNIVERSESUNSHINE UNIVERSE(A130),T H SoT H So,R GibsonR Gibson,119,1060,8,11-1/4,"['12', '12', '10']",1:10.55,31
27/05/2020,3,11,2,ANONYMAANONYMA(C496),B ShinnB Shinn,D E FerrarisD E Ferraris,129,1034,9,18-1/4,"['7', '10', '11']",1:11.63,226
27/05/2020,3,12,6,GOOD LUCK MONEYGOOD LUCK MONEY(D227),H N WongH N Wong,P F YiuP F Yiu,123,1017,10,18-1/4,"['2', '7', '12']",1:11.67,59
27/05/2020,3,WV,,EXCEL DELIGHTEXCEL DELIGHT(C006),A HamelinA Hamelin,J SizeJ Size,128,---,---,---,---,---,---
27/05/2020,4,1,3,KINGS SHIELDKINGS SHIELD(C071),Z PurtonZ Purton,F C LorF C Lor,126,1147,6,-,"['1', '1', '1', '1']",1:36.75,1.8
27/05/2020,4,2,1,BUDDIESBUDDIES(C019),C L ChauC L Chau,J MooreJ Moore,121,1168,8,2-1/2,"['2', '2', '2', '2']",1:37.16,5.1
27/05/2020,4,3,5,RAGING BLITZKRIEGRAGING BLITZKRIEG(B147),C SchofieldC Schofield,J SizeJ Size,125,1128,5,4,"['3', '3', '3', '3']",1:37.39,16
27/05/2020,4,4,4,MONGOLIAN KINGMONGOLIAN KING(A098),K TeetanK Teetan,Y S TsuiY S Tsui,125,1100,4,8-1/4,"['5', '6', '5', '4']",1:38.06,5.8
27/05/2020,4,5,2,GLORIOUS ARTISTGLORIOUS ARTIST(B210),K C LeungK C Leung,F C LorF C Lor,128,1142,7,9-1/4,"['7', '7', '8', '5']",1:38.25,26
27/05/2020,4,6,7,STAR PERFORMANCESTAR PERFORMANCE(C429),H T MoH T Mo,A S CruzA S Cruz,118,1082,2,10,"['6', '5', '6', '6']",1:38.34,17
27/05/2020,4,7,8,CORDYCEPSCORDYCEPS(B070),C Y HoC Y Ho,K W LuiK W Lui,119,1182,1,13-1/4,"['4', '4', '4', '7']",1:38.86,7.3
27/05/2020,4,8,9,NOBLE STEEDNOBLE STEED(A326),A HamelinA Hamelin,K W LuiK W Lui,118,1147,3,14-1/4,"['8', '8', '7', '8']",1:39.02,59
27/05/2020,4,WV,6,HARMONY HEROHARMONY HERO(B217),N CallanN Callan,R GibsonR Gibson,122,---,---,---,---,---,---
27/05/2020,5,1,8,STRIKING MR CSTRIKING MR C(B141),K C LeungK C Leung,T P YungT P Yung,124,1248,8,-,"['4', '3', '1']",1:09.03,6.9
27/05/2020,5,2,4,GUNNARGUNNAR(C222),H N WongH N Wong,C FownesC Fownes,128,1110,11,SH,"['5', '6', '2']",1:09.04,12
27/05/2020,5,3,12,WAYFOONG CHARMERWAYFOONG CHARMER(B437),V BorgesV Borges,P O'SullivanP O'Sullivan,117,1104,2,1/2,"['8', '8', '3']",1:09.11,7.9
27/05/2020,5,4,9,RESOLUTERESOLUTE(D243),C WongC Wong,A T MillardA T Millard,117,1162,10,2-3/4,"['2', '2', '4']",1:09.47,17
27/05/2020,5,5,3,ELITE BOYELITE BOY(B015),C L ChauC L Chau,K H TingK H Ting,121,1031,9,3-1/2,"['1', '1', '5']",1:09.58,13
27/05/2020,5,6,2,HANDSOME REBELHANDSOME REBEL(B469),Z PurtonZ Purton,Y S TsuiY S Tsui,132,1070,6,4-1/4,"['3', '4', '6']",1:09.69,3
27/05/2020,5,7,10,STAR SUPERIORSTAR SUPERIOR(V255),K TeetanK Teetan,C W ChangC W Chang,120,1068,4,4-1/4,"['6', '5', '7']",1:09.71,6.8
27/05/2020,5,8,7,SKYEY SUPREMESKYEY SUPREME(C293),C Y HoC Y Ho,K W LuiK W Lui,125,1191,12,4-3/4,"['7', '7', '8']",1:09.79,15
27/05/2020,5,9,6,BREEZE OF SPRINGBREEZE OF SPRING(C309),H T MoH T Mo,L HoL Ho,123,1045,1,5-3/4,"['9', '9', '9']",1:09.93,16
27/05/2020,5,10,1,GOLDIE FLANKERGOLDIE FLANKER(V161),B ShinnB Shinn,K L ManK L Man,133,1198,7,7,"['10', '10', '10']",1:10.13,28
27/05/2020,5,11,11,VICTORY MASTERYVICTORY MASTERY(D031),A HamelinA Hamelin,J SizeJ Size,120,1164,5,7-3/4,"['12', '12', '11']",1:10.28,11
27/05/2020,5,12,5,BOND A STARBOND A STAR(D244),T H SoT H So,C H YipC H Yip,124,1121,3,12-3/4,"['11', '11', '12']",1:11.07,207
27/05/2020,6,1,6,BEAUTY LOYALBEAUTY LOYAL(B383),K TeetanK Teetan,A S CruzA S Cruz,126,1090,1,-,"['10', '7', '1']",1:09.08,10
27/05/2020,6,2,8,GOOD FOR YOUGOOD FOR YOU(T265),H T MoH T Mo,Y S TsuiY S Tsui,121,1057,9,N,"['12', '11', '2']",1:09.14,15
27/05/2020,6,3,3,SUNSET WATCHSUNSET WATCH(C502),Z PurtonZ Purton,C H YipC H Yip,132,1147,2,1,"['6', '5', '3']",1:09.23,8.5
27/05/2020,6,4,2,REFINED TREASUREREFINED TREASURE(B065),C WongC Wong,A T MillardA T Millard,128,1045,8,2,"['2', '2', '4']",1:09.38,12
27/05/2020,6,5,11,TAKINGUFURTHERTAKINGUFURTHER(C131),M L YeungM L Yeung,K H TingK H Ting,119,1082,5,2-1/2,"['8', '9', '5']",1:09.46,20
27/05/2020,6,6,9,LE TERROIRLE TERROIR(B403),H W LaiH W Lai,L HoL Ho,124,1124,7,2-1/2,"['7', '8', '6']",1:09.46,100
27/05/2020,6,7,10,SUPER POWER MANSUPER POWER MAN(D072),C SchofieldC Schofield,K L ManK L Man,120,1178,6,2-3/4,"['1', '1', '7']",1:09.53,2.9
27/05/2020,6,8,7,ENSHRINEDENSHRINED(C262),C Y HoC Y Ho,C FownesC Fownes,124,1115,10,3-1/4,"['4', '4', '8']",1:09.59,61
27/05/2020,6,9,4,FANTASTIC FEELINGFANTASTIC FEELING(T273),B ShinnB Shinn,D E FerrarisD E Ferraris,127,1218,12,3-3/4,"['9', '10', '9']",1:09.66,55
27/05/2020,6,10,12,VICTORY IN HANDVICTORY IN HAND(C103),A HamelinA Hamelin,K W LuiK W Lui,117,1061,4,6-1/4,"['3', '3', '10']",1:10.08,4.6
27/05/2020,6,11,5,WON BALLWON BALL(C504),M F PoonM F Poon,D J HallD J Hall,125,1007,11,9-3/4,"['5', '6', '11']",1:10.63,296
27/05/2020,6,12,1,KA YING LEGENDKA YING LEGEND(B234),C L ChauC L Chau,T P YungT P Yung,123,1109,3,ML,"['11', '12', '12']",1:26.87,5.1
27/05/2020,7,1,10,PARTY EVERYDAYPARTY EVERYDAY(C414),K TeetanK Teetan,A S CruzA S Cruz,121,1102,2,-,"['5', '4', '2', '1']",1:38.31,3.6
27/05/2020,7,2,2,JADE FORTUNEJADE FORTUNE(V020),Z PurtonZ Purton,K L ManK L Man,130,1125,1,1/2,"['10', '9', '4', '2']",1:38.40,3
27/05/2020,7,3,12,STARLIT KNIGHTSTARLIT KNIGHT(A137),C WongC Wong,Y S TsuiY S Tsui,113,1110,11,2-1/2,"['1', '1', '1', '3']",1:38.71,85
27/05/2020,7,4,6,RIGHTEOUS MATERIGHTEOUS MATE(A419),M F PoonM F Poon,A T MillardA T Millard,125,1209,5,3,"['14', '14', '14', '4']",1:38.80,33
27/05/2020,7,5,4,CHUNG WAH SPIRITCHUNG WAH SPIRIT(A168),N CallanN Callan,C H YipC H Yip,129,1105,8,5-1/4,"['4', '5', '3', '5']",1:39.14,8.4
27/05/2020,7,6,14,DOUBLE TAKEDOUBLE TAKE(D205),M L YeungM L Yeung,C FownesC Fownes,114,1171,6,5-3/4,"['9', '8', '7', '6']",1:39.24,316
27/05/2020,7,7,7,HANG'S DECISIONHANG'S DECISION(T262),K C LeungK C Leung,W Y SoW Y So,125,1131,3,6,"['13', '13', '12', '7']",1:39.27,16
27/05/2020,7,8,1,THIS ONE'S FOR YOUTHIS ONE'S FOR YOU(B428),A HamelinA Hamelin,K W LuiK W Lui,133,1156,7,6-1/2,"['11', '12', '13', '8']",1:39.34,8.1
27/05/2020,7,9,8,GENERAL DINOGENERAL DINO(A193),B ShinnB Shinn,D E FerrarisD E Ferraris,124,1044,9,7-3/4,"['8', '10', '11', '9']",1:39.56,89
27/05/2020,7,10,3,SMILING CITYSMILING CITY(D113),C L ChauC L Chau,D J WhyteD J Whyte,120,1054,13,9,"['3', '3', '5', '10']",1:39.76,6.7
27/05/2020,7,11,5,SUPER BULLETSUPER BULLET(D001),T H SoT H So,P O'SullivanP O'Sullivan,126,1114,4,9-3/4,"['12', '11', '9', '11']",1:39.85,257
27/05/2020,7,12,13,KELMIMI WINSKELMIMI WINS(C419),V BorgesV Borges,J MooreJ Moore,116,1089,10,10-1/2,"['6', '7', '8', '12']",1:39.97,23
27/05/2020,7,13,11,POLYMER LUCKPOLYMER LUCK(T326),C Y HoC Y Ho,K H TingK H Ting,119,1089,14,12-1/4,"['7', '6', '10', '13']",1:40.25,159
27/05/2020,7,14,9,MEGATRONMEGATRON(V119),H N WongH N Wong,P F YiuP F Yiu,120,1122,12,14-1/4,"['2', '2', '6', '14']",1:40.60,24
27/05/2020,8,1,5,CALIFORNIA CONCORDCALIFORNIA CONCORD(D067),K TeetanK Teetan,A S CruzA S Cruz,126,1257,3,-,"['5', '3', '1']",1:08.61,5.8
27/05/2020,8,2,12,ZERO HEDGEZERO HEDGE(A221),V BorgesV Borges,J SizeJ Size,116,1124,7,3/4,"['7', '5', '2']",1:08.74,17
27/05/2020,8,3,9,PRANCE DRAGONPRANCE DRAGON(B349),K C LeungK C Leung,A T MillardA T Millard,122,1097,9,1-1/2,"['11', '11', '3']",1:08.84,44
27/05/2020,8,4,1,MEGA HEARTMEGA HEART(A148),A HamelinA Hamelin,C W ChangC W Chang,133,1180,4,1-3/4,"['10', '9', '4']",1:08.87,9.8
27/05/2020,8,5,11,NAMJONG SINGSNAMJONG SINGS(C480),H T MoH T Mo,C S ShumC S Shum,114,1194,6,1-3/4,"['1', '1', '5']",1:08.89,10
27/05/2020,8,6,2,UTOPIA LIFEUTOPIA LIFE(C166),C L ChauC L Chau,K L ManK L Man,123,1135,11,2-1/2,"['2', '2', '6']",1:09.01,2.7
27/05/2020,8,7,7,SINCERE BOYSINCERE BOY(D318),H W LaiH W Lai,P F YiuP F Yiu,125,1164,1,4,"['9', '10', '7']",1:09.24,135
27/05/2020,8,8,8,CANTSTOPTHEFEELINGCANTSTOPTHEFEELING(C432),N CallanN Callan,K H TingK H Ting,123,1175,12,5-1/4,"['3', '4', '8']",1:09.43,56
27/05/2020,8,9,10,HALL OF CHAMPHALL OF CHAMP(D169),T H SoT H So,D J HallD J Hall,118,1044,2,5-1/2,"['12', '12', '9']",1:09.47,12
27/05/2020,8,10,4,STRIVE FOR GLORYSTRIVE FOR GLORY(D186),M L YeungM L Yeung,F C LorF C Lor,128,1127,10,9-3/4,"['8', '8', '10']",1:10.16,15
27/05/2020,8,11,6,JUST NOT LISTENINGJUST NOT LISTENING(B192),Z PurtonZ Purton,J MooreJ Moore,125,1218,8,10-1/2,"['6', '7', '11']",1:10.28,5.3
27/05/2020,8,12,3,TRUST METRUST ME(C134),M F PoonM F Poon,C H YipC H Yip,121,1101,5,10-3/4,"['4', '6', '12']",1:10.32,32
27/05/2020,8,WV,,ELITE PATCHELITE PATCH(C193),C SchofieldC Schofield,K W LuiK W Lui,131,---,---,---,---,---,---
27/05/2020,9,1,9,ENFOLDINGENFOLDING(B353),Z PurtonZ Purton,C FownesC Fownes,120,1083,14,-,"['11', '12', '6', '1']",1:37.83,6.6
27/05/2020,9,2,7,TOUCH OF LUCKTOUCH OF LUCK(B376),V BorgesV Borges,J MooreJ Moore,121,1183,3,HD,"['4', '4', '2', '2']",1:37.85,4.8
27/05/2020,9,3,13,CALIFORNIA ARGENTCALIFORNIA ARGENT(C042),H T MoH T Mo,A S CruzA S Cruz,112,1128,6,N,"['1', '1', '1', '3']",1:37.90,11
27/05/2020,9,4,12,LONDON LUCKYSTARLONDON LUCKYSTAR(C368),K C LeungK C Leung,D E FerrarisD E Ferraris,117,1005,12,3,"['14', '14', '11', '4']",1:38.30,8.5
27/05/2020,9,5,10,GREAT TREASUREGREAT TREASURE(T380),C Y HoC Y Ho,Y S TsuiY S Tsui,118,1010,1,4,"['9', '9', '10', '5']",1:38.48,9.4
27/05/2020,9,6,2,RICKFIELDRICKFIELD(V046),C L ChauC L Chau,A T MillardA T Millard,122,1073,2,4-1/2,"['7', '6', '5', '6']",1:38.53,35
27/05/2020,9,7,3,PING HAI TREASUREPING HAI TREASURE(B407),A HamelinA Hamelin,J SizeJ Size,131,1125,5,5-1/4,"['2', '3', '4', '7']",1:38.65,6.9
27/05/2020,9,8,8,VOLPINOVOLPINO(B161),H N WongH N Wong,T P YungT P Yung,117,1129,10,6,"['12', '11', '12', '8']",1:38.80,31
27/05/2020,9,9,6,GAMEPLAYER TIMESGAMEPLAYER TIMES(D269),C SchofieldC Schofield,D J WhyteD J Whyte,125,1140,8,6-1/4,"['5', '5', '7', '9']",1:38.84,19
27/05/2020,9,10,11,OWNERS' STAROWNERS' STAR(B427),H W LaiH W Lai,C S ShumC S Shum,118,1079,7,6-3/4,"['6', '7', '8', '10']",1:38.92,14
27/05/2020,9,11,14,UNITE SPIRITUNITE SPIRIT(C494),M F PoonM F Poon,D E FerrarisD E Ferraris,112,973,11,7-1/4,"['10', '10', '13', '11']",1:38.98,6.6
27/05/2020,9,12,1,TURIN REDSTARTURIN REDSTAR(B092),C WongC Wong,L HoL Ho,128,1140,9,15-1/2,"['3', '2', '3', '12']",1:40.30,24
27/05/2020,9,13,4,LA YAKFILA YAKFI(D183),K TeetanK Teetan,C S ShumC S Shum,127,1157,13,19-1/4,"['13', '13', '14', '13']",1:40.89,42
27/05/2020,9,14,5,FUN LEGENDFUN LEGEND(D339),B ShinnB Shinn,R GibsonR Gibson,125,1024,4,21-3/4,"['8', '8', '9', '14']",1:41.31,213
24/05/2020,1,1,7,LIKE THATLIKE THAT(D328),Z PurtonZ Purton,J MooreJ Moore,124,1123,2,-,"['1', '1', '1']",1:10.78,4.4
24/05/2020,1,2,2,CHANCHENG PRINCECHANCHENG PRINCE(D270),A HamelinA Hamelin,K W LuiK W Lui,126,1126,1,1-1/2,"['3', '2', '2']",1:11.01,11
24/05/2020,1,3,3,ENCHANTING STARTENCHANTING START(D344),B ShinnB Shinn,C S ShumC S Shum,126,1193,5,1-3/4,"['4', '4', '3']",1:11.06,82
24/05/2020,1,4,8,SUPER TENSUPER TEN(D362),C SchofieldC Schofield,D J WhyteD J Whyte,117,1225,9,2-3/4,"['8', '8', '4']",1:11.22,5.7
24/05/2020,1,5,6,SMILING FACESMILING FACE(D192),J MoreiraJ Moreira,D J WhyteD J Whyte,126,1177,7,3,"['7', '6', '5']",1:11.27,4
24/05/2020,1,6,9,TINKER BELLETINKER BELLE(D210),M ChadwickM Chadwick,P O'SullivanP O'Sullivan,113,1102,3,4,"['2', '3', '6']",1:11.43,88
24/05/2020,1,7,1,SUNNY STARSUNNY STAR(D273),C Y HoC Y Ho,K W LuiK W Lui,133,1006,4,4-3/4,"['6', '7', '7']",1:11.53,2.5
24/05/2020,1,8,4,FORTUNE TRIPLEFORTUNE TRIPLE(D274),M L YeungM L Yeung,Y S TsuiY S Tsui,126,1021,8,4-3/4,"['9', '9', '8']",1:11.55,162
24/05/2020,1,9,5,SEA MONARCHSEA MONARCH(D063),K TeetanK Teetan,W Y SoW Y So,126,1031,6,5-1/2,"['5', '5', '9']",1:11.64,19
24/05/2020,2,1,3,ARMOR STARARMOR STAR(C482),Z PurtonZ Purton,F C LorF C Lor,125,1173,11,-,"['1', '2', '2', '1']",1:21.87,8.1
24/05/2020,2,2,4,CIRCUIT HASSLERCIRCUIT HASSLER(A041),K TeetanK Teetan,A S CruzA S Cruz,125,1176,13,SH,"['4', '3', '3', '2']",1:21.88,4
24/05/2020,2,3,13,SHANGHAI DRAGONSHANGHAI DRAGON(B114),M ChadwickM Chadwick,T P YungT P Yung,114,1165,1,1-3/4,"['3', '1', '1', '3']",1:22.16,12
24/05/2020,2,4,2,LEAP OF FAITHLEAP OF FAITH(C386),J MoreiraJ Moreira,J SizeJ Size,129,1098,2,2,"['6', '4', '4', '4']",1:22.18,4
24/05/2020,2,5,6,SO WE JOYSO WE JOY(D082),A HamelinA Hamelin,J MooreJ Moore,125,1082,6,3-3/4,"['11', '9', '9', '5']",1:22.46,3.6
24/05/2020,2,6,8,NOBLE DESIRENOBLE DESIRE(C540),C L ChauC L Chau,D J WhyteD J Whyte,114,1064,7,4,"['13', '13', '12', '6']",1:22.52,16
24/05/2020,2,7,5,SEAWEED FORTUNESEAWEED FORTUNE(C440),C Y HoC Y Ho,K W LuiK W Lui,125,1114,8,4-3/4,"['12', '12', '13', '7']",1:22.63,202
24/05/2020,2,8,14,WITNESS HUNTERWITNESS HUNTER(B421),M F PoonM F Poon,K H TingK H Ting,112,1173,5,5,"['9', '11', '10', '8']",1:22.69,18
24/05/2020,2,9,12,MOON PEAKSMOON PEAKS(C403),H W LaiH W Lai,K L ManK L Man,115,1154,4,5-3/4,"['10', '8', '6', '9']",1:22.79,29
24/05/2020,2,10,10,TAILOR MADETAILOR MADE(C522),M L YeungM L Yeung,C W ChangC W Chang,122,1022,3,6-3/4,"['7', '7', '8', '10']",1:22.97,14
24/05/2020,2,11,1,LUCKY PUZZLELUCKY PUZZLE(D112),B ShinnB Shinn,Y S TsuiY S Tsui,131,987,10,7-3/4,"['2', '5', '5', '11']",1:23.11,138
24/05/2020,2,12,7,SPARKY STARSPARKY STAR(C416),T H SoT H So,D J HallD J Hall,123,1178,14,8,"['14', '14', '14', '12']",1:23.14,339
24/05/2020,2,13,9,TELECOM MISSILETELECOM MISSILE(D209),N CallanN Callan,C H YipC H Yip,123,1232,12,8-1/4,"['8', '10', '11', '13']",1:23.21,174
24/05/2020,2,14,11,WINS ALLWINS ALL(C388),K C LeungK C Leung,R GibsonR Gibson,117,1082,9,11-1/4,"['5', '6', '7', '14']",1:23.67,382
24/05/2020,3,1,10,ENJOY LIFEENJOY LIFE(A125),J MoreiraJ Moreira,Y S TsuiY S Tsui,119,1102,3,-,"['6', '7', '6', '1']",1:34.60,3
24/05/2020,3,2,4,FULL POWERFULL POWER(C426),Z PurtonZ Purton,R GibsonR Gibson,126,1060,8,1-1/2,"['2', '2', '1', '2']",1:34.83,4.8
24/05/2020,3,3,12,REGENCY MASTERREGENCY MASTER(D225),M F PoonM F Poon,C S ShumC S Shum,117,1012,4,3-1/2,"['3', '3', '5', '3']",1:35.15,128
24/05/2020,3,4,8,BULLETPROOFBULLETPROOF(D219),A HamelinA Hamelin,P F YiuP F Yiu,122,1047,14,4-1/4,"['8', '6', '7', '4']",1:35.30,10
24/05/2020,3,5,13,CITY LEGENDCITY LEGEND(A086),K TeetanK Teetan,T P YungT P Yung,118,1042,1,4-1/2,"['10', '8', '8', '5']",1:35.31,7.3
24/05/2020,3,6,3,STARSHIPSTARSHIP(V379),N CallanN Callan,P O'SullivanP O'Sullivan,129,1177,12,4-1/2,"['12', '12', '12', '6']",1:35.33,22
24/05/2020,3,7,11,MISSION SMARTMISSION SMART(C519),K C LeungK C Leung,F C LorF C Lor,119,1093,2,6,"['5', '5', '4', '7']",1:35.55,9.2
24/05/2020,3,8,7,JOLLY FOREVERJOLLY FOREVER(D331),C Y HoC Y Ho,C FownesC Fownes,125,1089,7,6-1/2,"['14', '14', '14', '8']",1:35.64,92
24/05/2020,3,9,6,SUNNY POWERSUNNY POWER(A371),C SchofieldC Schofield,K W LuiK W Lui,126,1131,5,7-1/2,"['11', '10', '9', '9']",1:35.80,49
24/05/2020,3,10,2,MONSTER KAKAMONSTER KAKA(B319),C L ChauC L Chau,D J HallD J Hall,123,1012,11,7-1/2,"['4', '4', '3', '10']",1:35.80,7
24/05/2020,3,11,1,LAOS ENLIGHTENMENTLAOS ENLIGHTENMENT(C291),M L YeungM L Yeung,J MooreJ Moore,133,998,13,9-3/4,"['7', '9', '10', '11']",1:36.17,136
24/05/2020,3,12,5,ROMAN IMPEROROMAN IMPERO(V371),T H SoT H So,C H YipC H Yip,124,1197,10,10-1/2,"['9', '11', '11', '12']",1:36.29,74
24/05/2020,3,13,14,EVER STRONGEVER STRONG(A275),H W LaiH W Lai,K L ManK L Man,116,1052,9,11-1/4,"['13', '13', '13', '13']",1:36.41,326
24/05/2020,3,14,9,CALIFORNIA LEGENDCALIFORNIA LEGEND(B363),H T MoH T Mo,A S CruzA S Cruz,116,1134,6,13-3/4,"['1', '1', '2', '14']",1:36.79,10
24/05/2020,4,1,2,THANKS FOREVERTHANKS FOREVER(B312),Z PurtonZ Purton,J MooreJ Moore,127,1254,2,-,"['4', '3', '1']",1:08.96,2.3
24/05/2020,4,2,1,HOT KING PRAWNHOT KING PRAWN(A299),J MoreiraJ Moreira,J SizeJ Size,133,1209,4,N,"['1', '1', '2']",1:09.01,4
24/05/2020,4,3,4,BIG PARTYBIG PARTY(B461),C SchofieldC Schofield,F C LorF C Lor,119,1229,8,N,"['2', '2', '3']",1:09.02,9.1
24/05/2020,4,4,5,FAT TURTLEFAT TURTLE(C215),C Y HoC Y Ho,F C LorF C Lor,115,1170,3,1/2,"['6', '6', '4']",1:09.05,6.6
24/05/2020,4,5,6,JOLLY BANNERJOLLY BANNER(V077),V BorgesV Borges,P F YiuP F Yiu,113,1079,5,3/4,"['5', '5', '5']",1:09.08,13
24/05/2020,4,6,3,WISHFUL THINKERWISHFUL THINKER(B180),A HamelinA Hamelin,R GibsonR Gibson,125,1178,6,3-1/4,"['8', '7', '6']",1:09.47,9.2
24/05/2020,4,7,8,DRAGON GENERALDRAGON GENERAL(T400),K C LeungK C Leung,Y S TsuiY S Tsui,115,1092,7,3-1/2,"['7', '8', '7']",1:09.51,76
24/05/2020,4,8,7,WALDORFWALDORF(B253),K TeetanK Teetan,A S CruzA S Cruz,113,1095,1,4-1/4,"['3', '4', '8']",1:09.63,14
24/05/2020,5,1,10,GOOD LUCK FRIENDGOOD LUCK FRIEND(D228),J MoreiraJ Moreira,P F YiuP F Yiu,118,1140,4,-,"['2', '2', '1']",1:08.75,1.6
